Product_ID,Department,Product_Category,Price,Cost,Customer_Rating,Quantity_Sold,Inventory_Available,On_Promotion,Purchase_Method,Profit,Remaining_Inventory
F001325,Food,Beverages,5.99,4.62,3.2,32,40,No,In-Store,43.84,8
F001326,Food,Snacks,2.99,2.36,4.9,18,22,No,In-Store,11.340000000000007,4
F001327,Food,Frozen Foods,10.29,7.5,4.3,22,37,No,In-Store,61.37999999999998,15
H001328,Household,Kitchen Supplies,4.99,3.75,2.5,25,69,No,In-Store,31.000000000000007,44
H001329,Household,Laundry,25.99,19.32,3.4,5,9,No,In-Store,33.349999999999994,4
H001330,Household,Laundry,13.99,9.53,3.4,14,22,No,In-Store,62.44000000000001,8
F001331,Food,Dairy,16.99,13.82,4.4,37,57,No,In-Store,117.28999999999994,20
H001332,Household,Home Decor,12.99,9.72,3.9,13,27,No,In-Store,42.50999999999999,14
H001333,Household,Home Decor,17.92,15.86,4.8,12,25,Yes,In-Store,24.720000000000027,13
H001334,Health & Beauty,Hair Care,14.99,9.62,5.0,1,2,No,In-Store,5.370000000000001,1
H001335,Household,Home Decor,26.99,18.75,3.3,8,10,No,In-Store,65.91999999999999,2
E001336,Electronics/General,Seasonal,118.99,89.83,5.0,2,7,No,Online,58.31999999999999,5
F001337,Food,Snacks,4.29,3.48,4.3,20,25,No,In-Store,16.200000000000003,5
H001338,Household,Laundry,12.99,9.01,,13,35,No,In-Store,51.74000000000001,22
H001340,Household,Paper Products,20.99,15.65,3.5,6,8,No,In-Store,32.03999999999999,2
H001341,Household,Paper Products,9.56,8.39,4.6,33,48,Yes,In-Store,38.61,15
F001342,Food,Produce,6.99,5.41,4.5,29,49,No,In-Store,45.82,20
F001343,Food,Bakery,3.99,2.93,4.4,198,364,No,In-Store,209.88000000000002,166
H001344,Health & Beauty,Medications,7.79,4.87,4.2,21,62,No,In-Store,61.32,41
F001345,Food,Bakery,4.79,,4.6,17,27,No,In-Store,,10
H001346,Household,Home Decor,22.79,17.23,5.0,3,7,No,Online,16.679999999999996,4
F001347,Food,Dairy,9.59,7.08,4.1,42,56,No,In-Store,105.41999999999999,14
H001348,Household,Kitchen Supplies,9.48,8.97,2.8,21,43,Yes,Pickup,10.709999999999996,22
E001349,Electronics/General,Toys,17.99,12.98,4.8,5,11,No,Online,25.04999999999999,6
F001350,Food,Frozen Foods,8.42,7.74,3.4,9,10,Yes,In-Store,6.119999999999997,1
F001351,Food,Beverages,6.99,5.54,4.5,30,40,No,In-Store,43.50000000000001,10
H001352,Health & Beauty,Cosmetics,8.49,5.93,4.2,8,23,No,Pickup,20.480000000000004,15
F001353,Food,Snacks,11.99,9.62,3.5,54,83,No,In-Store,127.98000000000005,29
F001354,Food,Meat,14.49,11.01,5.0,3,5,No,Pickup,10.440000000000001,2
H001355,Household,Laundry,23.99,17.65,3.9,6,16,No,In-Store,38.04,10
H001356,Household,Laundry,12.59,11.46,4.1,24,38,Yes,In-Store,27.119999999999976,14
H001357,Household,Laundry,11.99,8.66,3.4,26,58,No,Pickup,86.58,32
H001358,Health & Beauty,Hair Care,18.99,12.09,4.0,5,18,No,In-Store,34.49999999999999,13
H001359,Household,Home Decor,11.29,8.57,3.9,58,122,No,In-Store,157.75999999999993,64
H001360,Health & Beauty,Hair Care,22.09,19.77,4.4,27,41,Yes,Online,62.64000000000001,14
H001362,Household,Cleaning Supplies,7.99,5.96,3.4,6,17,No,In-Store,12.180000000000001,11
F001363,Food,Snacks,8.99,6.59,4.4,22,36,No,Pickup,52.80000000000001,14
H001364,Household,Kitchen Supplies,18.99,13.59,3.7,40,56,No,Online,215.99999999999994,16
F001365,Food,Canned Goods,6.99,5.52,4.7,40,68,No,In-Store,58.800000000000026,28
H001366,Household,Laundry,5.99,4.58,5.0,17,41,No,In-Store,23.970000000000002,24
H001367,Health & Beauty,Personal Care,10.46,9.26,3.2,94,223,Yes,Pickup,112.8000000000001,129
F001368,Food,Produce,6.99,5.73,3.9,11,13,No,In-Store,13.859999999999998,2
H001369,Household,Laundry,8.49,5.93,3.2,7,15,No,Online,17.92,8
F001370,Food,Canned Goods,4.38,3.93,4.5,72,115,Yes,In-Store,32.39999999999998,43
F001371,Food,Meat,11.99,9.23,5.0,5,6,No,Online,13.799999999999999,1
H001372,Health & Beauty,Personal Care,14.99,10.34,4.2,9,29,No,In-Store,41.85,20
F001373,Food,Snacks,13.99,10.0,3.9,26,34,No,In-Store,103.74000000000001,8
F001374,Food,Canned Goods,8.99,7.02,4.9,29,44,No,Online,57.13000000000002,15
F001375,Food,Bakery,4.99,3.74,4.4,25,42,No,Pickup,31.25,17
F001376,Food,Meat,21.99,18.02,4.8,6,7,No,In-Store,23.819999999999993,1
F001377,Food,Meat,3.83,3.63,4.6,18,27,Yes,Pickup,3.600000000000003,9
H001378,Health & Beauty,Hair Care,23.99,16.43,4.0,15,25,No,In-Store,113.39999999999998,10
H001379,Household,Laundry,7.29,5.19,4.1,23,31,No,In-Store,48.29999999999999,8
F001380,Food,Meat,22.79,16.32,4.8,5,6,No,In-Store,32.349999999999994,1
H001381,Health & Beauty,Hair Care,1.95,1.74,3.3,80,164,Yes,In-Store,16.799999999999997,84
H001382,Health & Beauty,Cosmetics,18.99,13.44,4.3,6,10,No,Online,33.3,4
F001383,Food,Canned Goods,13.99,10.46,4.6,12,17,No,In-Store,42.35999999999999,5
F001384,Food,Produce,12.99,10.45,4.5,5,8,No,In-Store,12.700000000000005,3
H001385,Health & Beauty,Cosmetics,26.99,18.39,4.3,12,24,No,In-Store,103.19999999999997,12
H001386,Household,Laundry,10.99,7.35,2.6,8,16,No,Pickup,29.120000000000005,8
F001387,Food,Frozen Foods,6.59,5.09,4.0,8,15,No,In-Store,12.0,7
F001388,Food,Beverages,8.99,9.56,4.1,27,33,Yes,In-Store,-15.390000000000008,6
H001389,Household,Kitchen Supplies,15.99,11.34,3.1,6,9,No,In-Store,27.900000000000002,3
F001390,Food,Beverages,7.99,6.29,5.0,32,45,No,In-Store,54.400000000000006,13
F001392,Food,Canned Goods,8.99,6.45,4.5,34,56,No,Online,86.36,22
F001393,Food,Dairy,14.99,11.37,4.2,4,5,No,Pickup,14.480000000000004,1
F001394,Food,Bakery,2.29,1.7,3.9,32,40,No,Pickup,18.880000000000003,8
H001395,Health & Beauty,Hair Care,4.49,2.86,5.0,17,51,No,Pickup,27.710000000000004,34
H001396,Household,Paper Products,13.99,10.68,4.2,9,23,No,In-Store,29.790000000000006,14
H001397,Health & Beauty,Cosmetics,27.99,17.62,3.4,16,60,No,Online,165.91999999999996,44
H001398,Household,Paper Products,21.49,15.82,5.0,26,42,No,In-Store,147.41999999999996,16
H001399,Household,Laundry,10.99,7.84,3.2,32,86,No,In-Store,100.80000000000001,54
F001400,Food,Frozen Foods,6.99,5.33,4.2,24,36,No,In-Store,39.84,12
F001401,Food,Canned Goods,3.29,2.36,4.9,33,59,No,Pickup,30.690000000000005,26
F001402,Food,Snacks,4.01,4.58,4.1,81,125,Yes,In-Store,-46.17000000000002,44
H001403,Health & Beauty,Hair Care,12.99,9.04,3.9,3,8,No,Online,11.850000000000003,5
H001404,Household,Kitchen Supplies,18.99,13.13,4.5,2,5,No,Pickup,11.719999999999995,3
H001405,Household,Kitchen Supplies,22.99,15.53,4.7,14,20,No,In-Store,104.43999999999998,6
F001406,Food,Frozen Foods,6.79,5.28,4.5,9,13,No,Pickup,13.589999999999998,4
H001407,Household,Kitchen Supplies,15.13,14.38,4.3,50,71,Yes,Pickup,37.5,21
F001408,Food,Frozen Foods,8.59,6.38,4.6,12,13,No,In-Store,26.52,1
F001409,Food,Frozen Foods,13.49,9.72,4.5,32,42,No,In-Store,120.63999999999999,10
H001410,Household,Kitchen Supplies,12.79,9.0,3.7,4,5,No,In-Store,15.159999999999997,1
F001411,Food,Frozen Foods,8.99,7.07,4.5,26,32,No,In-Store,49.92,6
H001412,Health & Beauty,Personal Care,23.79,16.93,3.9,8,12,No,Online,54.879999999999995,4
F001413,Food,Bakery,7.99,6.28,4.1,63,86,No,Pickup,107.73,23
H001414,Health & Beauty,Cosmetics,35.79,24.26,4.3,57,191,No,Online,657.2099999999998,134
H001415,Household,Laundry,23.99,17.93,3.4,9,20,No,In-Store,54.53999999999999,11
F001416,Food,Canned Goods,4.55,4.11,4.6,256,301,Yes,Online,112.63999999999987,45
F001417,Food,Bakery,1.99,1.57,3.8,286,438,No,In-Store,120.11999999999998,152
H001418,Household,Laundry,24.99,18.98,3.6,2,4,No,In-Store,12.019999999999996,2
H001419,Household,Kitchen Supplies,14.99,10.1,3.5,39,112,No,Online,190.71000000000004,73
H001420,Household,Cleaning Supplies,22.99,16.66,4.6,11,17,No,Pickup,69.62999999999998,6
H001421,Household,Cleaning Supplies,17.44,15.33,4.4,6,15,Yes,Pickup,12.660000000000007,9
F001422,Food,Beverages,14.79,11.06,4.7,19,24,No,Pickup,70.86999999999998,5
F001423,Food,Frozen Foods,6.99,5.48,4.4,9,10,No,In-Store,13.589999999999998,1
F001424,Food,Beverages,4.49,3.69,4.4,29,53,No,In-Store,23.200000000000006,24
F001425,Food,Canned Goods,4.72,5.12,3.8,89,118,Yes,Pickup,-35.60000000000003,29
F001426,Food,Meat,8.99,6.43,4.1,25,43,No,In-Store,64.00000000000001,18
H001427,Household,Home Decor,4.29,3.22,3.9,32,95,No,Pickup,34.239999999999995,63
F001428,Food,Canned Goods,2.99,2.26,4.0,40,55,No,In-Store,29.200000000000017,15
H001429,Household,Kitchen Supplies,23.99,18.06,4.2,10,19,No,In-Store,59.3,9
F001430,Food,Snacks,10.79,8.11,4.4,16,31,No,In-Store,42.879999999999995,15
H001431,Household,Paper Products,4.79,3.67,3.6,26,66,No,Pickup,29.120000000000005,40
H001432,Health & Beauty,Hair Care,4.49,2.82,4.9,11,21,No,In-Store,18.370000000000005,10
F001433,Food,Meat,7.49,5.36,4.1,34,51,No,In-Store,72.42,17
F001434,Food,Bakery,11.99,9.91,4.4,73,125,No,In-Store,151.84,52
F001435,Food,Canned Goods,2.99,2.18,4.1,7,10,No,In-Store,5.67,3
H001436,Household,Kitchen Supplies,24.99,17.97,4.2,20,41,No,In-Store,140.39999999999998,21
F001438,Food,Meat,13.49,9.7,4.6,7,8,No,In-Store,26.53000000000001,1
F001439,Food,Frozen Foods,12.99,10.33,3.3,48,67,No,In-Store,127.68,19
F001440,Food,Produce,8.99,7.18,4.7,34,46,No,Pickup,61.54000000000002,12
H001441,Health & Beauty,Hair Care,13.79,9.71,3.8,7,17,No,In-Store,28.559999999999988,10
H001442,Health & Beauty,Medications,5.84,5.22,4.2,24,52,Yes,In-Store,14.880000000000003,28
F001443,Food,Canned Goods,4.79,3.53,3.9,15,18,No,Pickup,18.900000000000002,3
E001444,Electronics/General,Electronics,226.99,152.3,2.2,1,2,No,Online,74.69,1
H001445,Household,Laundry,26.99,19.5,2.9,12,29,No,Online,89.87999999999998,17
H001446,Household,Kitchen Supplies,14.99,11.35,3.5,11,21,No,In-Store,40.040000000000006,10
F001447,Food,Produce,7.86,8.67,4.0,73,132,Yes,In-Store,-59.129999999999974,59
H001448,Health & Beauty,Hair Care,16.99,11.39,4.6,2,5,No,In-Store,11.199999999999996,3
F001449,Food,Bakery,9.99,8.31,4.5,15,20,No,In-Store,25.199999999999996,5
F001451,Food,Bakery,8.29,5.97,3.7,24,28,No,In-Store,55.679999999999986,4
F001452,Food,Beverages,2.99,2.36,4.1,22,34,No,In-Store,13.860000000000007,12
F001453,Food,Bakery,7.99,5.91,3.7,19,26,No,Online,39.52,7
H001454,Household,Paper Products,20.29,14.02,4.2,7,12,No,Pickup,43.89,5
F001455,Food,Produce,9.79,7.07,4.3,21,35,No,In-Store,57.119999999999976,14
F001456,Food,Bakery,6.99,5.81,4.7,21,35,No,In-Store,24.780000000000012,14
F001457,Food,Produce,7.99,5.79,4.7,99,176,No,In-Store,217.8,77
F001458,Food,Canned Goods,8.58,10.16,4.9,17,30,Yes,In-Store,-26.86,13
H001459,Household,Kitchen Supplies,11.55,10.78,3.2,41,119,Yes,Pickup,31.570000000000057,78
F001460,Food,Produce,9.99,7.83,4.2,22,43,No,Pickup,47.52,21
F001461,Food,Bakery,4.99,3.91,3.3,21,24,No,Pickup,22.68,3
H001463,Household,Laundry,30.49,20.46,4.4,6,13,No,Online,60.179999999999986,7
H001464,Household,Home Decor,13.99,9.86,4.5,20,37,No,In-Store,82.60000000000002,17
H001466,Health & Beauty,Hair Care,19.99,13.01,3.6,4,12,No,In-Store,27.919999999999995,8
F001467,Food,Meat,18.49,15.15,4.8,7,9,No,In-Store,23.37999999999999,2
F001468,Food,Snacks,9.99,7.47,4.5,49,68,No,In-Store,123.48000000000002,19
H001469,Household,Paper Products,17.79,12.98,4.1,6,15,No,In-Store,28.859999999999992,9
F001470,Food,Frozen Foods,13.79,10.97,4.2,24,39,No,In-Store,67.67999999999996,15
F001471,Food,Bakery,5.79,4.17,3.9,20,38,No,In-Store,32.400000000000006,18
F001472,Food,Beverages,8.99,6.96,4.5,19,30,No,In-Store,38.57000000000001,11
H001473,Health & Beauty,Hair Care,6.29,3.93,3.9,4,12,No,Pickup,9.44,8
F001474,Food,Frozen Foods,12.99,10.08,4.1,17,29,No,Pickup,49.47,12
F001475,Food,Canned Goods,14.99,12.17,,17,29,No,In-Store,47.940000000000005,12
F001476,Food,Snacks,11.99,8.9,4.1,3,5,No,In-Store,9.27,2
H001477,Household,Laundry,6.99,4.88,4.3,63,177,No,In-Store,132.93,114
F001478,Food,Frozen Foods,14.99,11.03,4.5,52,59,No,In-Store,205.92000000000004,7
F001479,Food,Meat,13.35,12.71,4.2,32,43,Yes,In-Store,20.47999999999996,11
F001480,Food,Frozen Foods,3.94,3.72,4.4,163,323,Yes,In-Store,35.85999999999996,160
H001481,Household,Home Decor,37.99,26.67,3.5,5,10,No,Pickup,56.6,5
F001482,Food,Produce,8.27,8.79,4.5,62,114,Yes,In-Store,-32.239999999999974,52
H001483,Household,Home Decor,12.49,9.39,3.9,8,19,No,In-Store,24.799999999999997,11
H001484,Health & Beauty,Medications,11.99,8.33,3.6,50,155,No,In-Store,183.0,105
F001485,Food,Frozen Foods,12.72,11.9,4.3,38,66,Yes,In-Store,31.16000000000001,28
F001486,Food,Snacks,7.99,6.58,4.4,58,113,No,In-Store,81.78,55
H001487,Health & Beauty,Personal Care,18.99,12.93,3.9,2,6,No,Online,12.119999999999997,4
H001488,Household,Paper Products,8.99,6.34,4.2,2,4,No,In-Store,5.300000000000001,2
F001489,Food,Frozen Foods,8.99,6.85,3.5,53,98,No,Pickup,113.42000000000003,45
H001490,Household,Kitchen Supplies,21.29,14.57,3.8,6,11,No,In-Store,40.31999999999999,5
H001492,Household,Cleaning Supplies,18.38,16.74,4.4,8,10,Yes,In-Store,13.120000000000005,2
F001493,Food,Snacks,7.99,6.01,4.1,18,34,No,Pickup,35.64000000000001,16
F001494,Food,Bakery,4.99,3.95,4.5,10,14,No,In-Store,10.4,4
F001495,Food,Frozen Foods,8.99,6.78,3.9,31,46,No,In-Store,68.51,15
E001496,Electronics/General,Office Supplies,65.99,46.54,3.6,1,2,No,Online,19.449999999999996,1
E001497,Electronics/General,Electronics,44.99,30.06,3.5,1,3,No,In-Store,14.930000000000003,2
H001498,Household,Laundry,19.59,14.59,3.3,11,19,No,Online,55.0,8
F001499,Food,Bakery,2.29,1.67,4.1,27,43,No,In-Store,16.740000000000002,16
H001500,Household,Laundry,4.08,3.76,3.9,44,115,Yes,In-Store,14.080000000000013,71
F001501,Food,Canned Goods,2.57,2.27,4.0,293,335,Yes,In-Store,87.89999999999995,42
H001502,Household,Kitchen Supplies,16.99,11.35,3.7,12,35,No,In-Store,67.67999999999998,23
F001504,Food,Produce,3.79,2.89,4.5,15,23,No,In-Store,13.499999999999998,8
H001505,Health & Beauty,Medications,11.79,8.05,3.0,5,14,No,In-Store,18.699999999999992,9
H001506,Health & Beauty,Cosmetics,17.59,11.68,2.9,27,46,No,Online,159.57,19
F001507,Food,Produce,4.99,3.81,4.5,12,20,No,In-Store,14.160000000000002,8
F001509,Food,Bakery,6.99,5.6,3.9,37,50,No,In-Store,51.43000000000002,13
F001510,Food,Bakery,8.99,6.78,4.1,17,19,No,In-Store,37.57,2
H001511,Household,Paper Products,15.04,14.24,4.5,86,197,Yes,Online,68.79999999999991,111
F001512,Food,Beverages,11.79,8.89,3.4,6,9,No,In-Store,17.39999999999999,3
F001513,Food,Beverages,10.99,8.91,3.8,10,11,No,In-Store,20.8,1
H001514,Health & Beauty,Cosmetics,9.79,6.92,3.5,5,16,No,Online,14.349999999999996,11
F001515,Food,Produce,2.72,2.42,3.7,27,46,Yes,In-Store,8.100000000000007,19
H001516,Household,Paper Products,15.05,13.27,3.7,13,31,Yes,In-Store,23.140000000000015,18
H001517,Household,Cleaning Supplies,20.35,18.12,3.2,23,57,Yes,Pickup,51.290000000000006,34
F001518,Food,Bakery,3.99,2.92,4.0,49,70,No,Online,52.430000000000014,21
H001519,Health & Beauty,Medications,21.99,14.45,4.3,7,22,No,In-Store,52.779999999999994,15
F001520,Food,Produce,10.99,8.06,3.6,12,21,No,In-Store,35.16,9
H001521,Health & Beauty,Hair Care,29.99,20.76,4.2,4,9,No,Online,36.91999999999999,5
E001522,Electronics/General,Electronics,61.99,44.69,3.1,4,9,No,Pickup,69.20000000000002,5
E001523,Electronics/General,Electronics,122.26,115.92,2.6,2,8,Yes,Online,12.680000000000007,6
H001524,Household,Laundry,8.49,6.15,3.2,2,5,No,Pickup,4.68,3
H001525,Household,Paper Products,16.99,11.48,4.5,17,40,No,In-Store,93.66999999999996,23
F001526,Food,Beverages,5.86,5.15,4.2,83,108,Yes,In-Store,58.93,25
F001527,Food,Beverages,8.99,6.7,4.3,37,57,No,Pickup,84.73,20
F001528,Food,Beverages,6.99,5.62,4.7,50,99,No,In-Store,68.5,49
F001529,Food,Meat,5.29,4.11,4.7,49,85,No,In-Store,57.819999999999986,36
H001530,Health & Beauty,Medications,33.99,22.14,4.6,2,4,No,In-Store,23.700000000000003,2
H001531,Household,Laundry,5.99,4.24,4.3,5,8,No,Online,8.75,3
F001532,Food,Frozen Foods,10.79,8.26,4.3,9,14,No,Pickup,22.769999999999996,5
H001533,Health & Beauty,Hair Care,12.79,8.44,3.9,6,10,No,Online,26.099999999999998,4
F001534,Food,Dairy,2.86,3.41,4.6,57,66,Yes,Pickup,-31.350000000000016,9
E001535,Electronics/General,Electronics,95.99,71.05,4.0,1,4,No,In-Store,24.939999999999998,3
F001536,Food,Produce,5.49,4.06,3.9,12,18,No,In-Store,17.160000000000007,6
F001537,Food,Canned Goods,10.99,8.59,5.0,10,11,No,In-Store,24.000000000000004,1
F001538,Food,Snacks,4.99,3.58,3.9,40,49,No,Pickup,56.400000000000006,9
H001539,Household,Paper Products,5.79,4.03,3.5,39,105,No,In-Store,68.63999999999999,66
F001540,Food,Dairy,2.99,2.38,4.6,32,47,No,In-Store,19.52000000000001,15
F001541,Food,Bakery,9.99,7.68,4.4,41,78,No,In-Store,94.71000000000002,37
H001542,Health & Beauty,Personal Care,19.99,12.98,3.6,3,11,No,Online,21.029999999999994,8
H001543,Health & Beauty,Hair Care,20.49,14.22,3.6,5,10,No,In-Store,31.349999999999987,5
F001544,Food,Dairy,13.99,10.14,4.1,18,25,No,In-Store,69.3,7
F001545,Food,Produce,9.49,7.39,4.6,17,27,No,In-Store,35.70000000000001,10
F001546,Food,Meat,6.99,5.35,3.5,4,5,No,Online,6.560000000000002,1
F001547,Food,Dairy,3.99,2.86,4.7,6,11,No,In-Store,6.780000000000002,5
F001548,Food,Canned Goods,3.99,3.22,4.4,6,10,No,Pickup,4.62,4
H001549,Household,Laundry,29.99,20.34,4.2,31,49,No,Pickup,299.15,18
F001550,Food,Frozen Foods,2.99,2.37,4.3,28,35,No,Pickup,17.360000000000003,7
F001551,Food,Produce,9.99,7.93,4.1,5,8,No,In-Store,10.300000000000002,3
F001552,Food,Snacks,10.17,9.08,5.0,40,44,Yes,Pickup,43.599999999999994,4
F001553,Food,Bakery,9.99,7.59,3.7,3,4,No,Pickup,7.200000000000001,1
H001555,Household,Laundry,6.54,5.88,4.3,44,107,Yes,Pickup,29.040000000000006,63
H001556,Household,Cleaning Supplies,9.99,6.92,4.0,4,7,No,Pickup,12.280000000000001,3
E001557,Electronics/General,Electronics,77.99,58.43,3.1,4,16,No,Online,78.23999999999998,12
H001558,Household,Home Decor,19.99,15.37,4.2,5,9,No,In-Store,23.099999999999994,4
F001559,Food,Produce,3.99,2.95,3.3,14,25,No,In-Store,14.56,11
H001560,Health & Beauty,Cosmetics,21.19,19.82,3.4,13,34,Yes,Pickup,17.810000000000013,21
H001561,Health & Beauty,Personal Care,22.99,15.52,3.4,13,38,No,In-Store,97.10999999999999,25
F001563,Food,Meat,6.99,5.0,3.4,36,71,No,In-Store,71.64000000000001,35
H001564,Household,Paper Products,15.99,11.53,4.2,4,6,No,Pickup,17.840000000000003,2
F001565,Food,Dairy,16.49,12.22,4.7,12,14,No,In-Store,51.239999999999974,2
H001566,Health & Beauty,Personal Care,11.99,7.97,5.0,5,12,No,In-Store,20.1,7
H001567,Household,Home Decor,9.49,6.93,3.9,45,119,No,In-Store,115.20000000000002,74
F001568,Food,Snacks,9.99,7.28,4.5,4,7,No,In-Store,10.84,3
H001570,Household,Kitchen Supplies,14.59,10.17,2.9,9,19,No,In-Store,39.78,10
F001571,Food,Canned Goods,8.36,7.83,,14,27,Yes,Online,7.419999999999991,13
F001572,Food,Canned Goods,7.99,6.05,3.7,16,19,No,In-Store,31.040000000000006,3
H001573,Health & Beauty,Medications,17.03,15.24,2.7,15,28,Yes,Online,26.850000000000016,13
H001574,Household,Laundry,14.99,10.88,4.1,12,24,No,In-Store,49.31999999999999,12
H001575,Household,Kitchen Supplies,21.99,16.28,3.8,11,24,No,Online,62.809999999999974,13
F001576,Food,Meat,6.99,5.25,4.4,15,27,No,In-Store,26.1,12
H001577,Health & Beauty,Cosmetics,21.99,14.18,2.7,1,3,No,In-Store,7.809999999999999,2
H001579,Household,Kitchen Supplies,13.99,10.46,4.2,22,36,No,In-Store,77.65999999999998,14
H001580,Household,Laundry,9.99,6.69,4.2,16,41,No,In-Store,52.8,25
F001581,Food,Beverages,2.43,2.86,3.7,61,88,Yes,Pickup,-26.229999999999983,27
H001582,Household,Home Decor,14.51,13.62,4.2,9,16,Yes,In-Store,8.010000000000005,7
F001583,Food,Produce,6.99,5.48,3.7,22,33,No,Online,33.22,11
F001584,Food,Produce,6.99,5.54,4.8,12,14,No,In-Store,17.400000000000002,2
H001585,Health & Beauty,Medications,42.29,28.4,3.8,2,3,No,In-Store,27.78,1
F001586,Food,Frozen Foods,3.88,4.72,4.3,241,327,Yes,Pickup,-202.43999999999997,86
F001587,Food,Beverages,2.99,2.28,5.0,23,26,No,Pickup,16.33000000000001,3
H001588,Household,Kitchen Supplies,23.99,16.3,4.3,9,15,No,In-Store,69.20999999999998,6
H001589,Household,Laundry,13.49,9.84,4.5,5,8,No,In-Store,18.25,3
F001590,Food,Meat,19.99,14.67,4.3,48,60,No,Pickup,255.35999999999993,12
F001591,Food,Dairy,10.9,13.11,3.8,22,39,Yes,In-Store,-48.619999999999976,17
F001592,Food,Canned Goods,11.99,9.89,3.7,5,9,No,Pickup,10.499999999999998,4
F001593,Food,Beverages,4.99,3.95,3.6,13,19,No,In-Store,13.52,6
F001594,Food,Frozen Foods,1.79,1.28,4.3,125,245,No,In-Store,63.75,120
H001595,Health & Beauty,Medications,7.49,5.16,4.1,4,10,No,In-Store,9.32,6
H001596,Household,Kitchen Supplies,8.99,6.04,2.9,7,19,No,In-Store,20.650000000000002,12
F001597,Food,Dairy,8.99,6.8,5.0,12,23,No,In-Store,26.280000000000005,11
H001598,Household,Kitchen Supplies,13.99,10.07,3.3,11,31,No,In-Store,43.12,20
F001599,Food,Meat,16.99,13.28,5.0,60,82,No,In-Store,222.59999999999994,22
H001600,Household,Cleaning Supplies,4.99,3.67,3.6,25,71,No,In-Store,33.00000000000001,46
F001601,Food,Snacks,10.79,8.21,4.2,3,4,No,Online,7.739999999999995,1
F001602,Food,Frozen Foods,10.99,8.66,4.5,50,86,No,Pickup,116.5,36
H001603,Health & Beauty,Personal Care,25.49,17.0,4.3,9,30,No,Online,76.40999999999998,21
H001604,Health & Beauty,Cosmetics,12.79,8.73,5.0,9,20,No,Online,36.53999999999999,11
H001605,Household,Home Decor,7.99,5.63,3.4,12,28,No,Online,28.320000000000004,16
H001606,Household,Kitchen Supplies,10.84,9.7,4.6,37,73,Yes,Online,42.18000000000002,36
F001607,Food,Dairy,9.99,7.33,4.7,8,11,No,In-Store,21.28,3
F001608,Food,Canned Goods,13.99,11.04,3.9,21,34,No,Pickup,61.950000000000024,13
H001609,Household,Cleaning Supplies,3.79,2.76,2.8,44,120,No,In-Store,45.32000000000001,76
H001610,Household,Kitchen Supplies,13.99,9.48,5.0,6,13,No,In-Store,27.06,7
F001611,Food,Bakery,7.99,5.99,,3,5,No,In-Store,6.0,2
F001612,Food,Beverages,9.49,7.68,4.1,18,33,No,Pickup,32.58000000000001,15
F001613,Food,Dairy,10.99,8.6,3.5,7,8,No,In-Store,16.730000000000004,1
F001614,Food,Produce,5.99,4.79,4.0,27,40,No,In-Store,32.400000000000006,13
H001615,Household,Paper Products,4.99,3.48,4.6,16,20,No,Pickup,24.160000000000004,4
F001616,Food,Dairy,9.45,8.31,4.8,16,21,Yes,Pickup,18.23999999999998,5
H001617,Health & Beauty,Personal Care,21.99,14.27,4.5,2,7,No,In-Store,15.439999999999998,5
H001618,Household,Paper Products,12.79,9.78,4.0,63,154,No,Online,189.63,91
H001619,Health & Beauty,Cosmetics,37.49,23.74,3.4,10,36,No,Online,137.50000000000003,26
F001620,Food,Produce,5.24,4.77,4.5,55,109,Yes,Pickup,25.850000000000037,54
H001621,Household,Home Decor,26.57,24.73,3.4,9,20,Yes,In-Store,16.56,11
H001622,Health & Beauty,Medications,17.49,12.47,3.9,7,10,No,Online,35.139999999999986,3
F001623,Food,Dairy,12.54,11.72,5.0,9,11,Yes,Pickup,7.379999999999987,2
F001624,Food,Canned Goods,6.86,6.05,3.5,29,55,Yes,In-Store,23.490000000000016,26
F001625,Food,Canned Goods,12.59,11.64,4.1,32,48,Yes,In-Store,30.399999999999977,16
H001626,Health & Beauty,Hair Care,17.99,11.37,4.6,20,76,No,In-Store,132.39999999999998,56
F001627,Food,Dairy,8.47,7.95,5.0,75,122,Yes,In-Store,39.000000000000036,47
F001628,Food,Meat,20.79,15.21,5.0,6,11,No,In-Store,33.47999999999999,5
F001629,Food,Snacks,10.46,9.12,4.3,11,15,Yes,Pickup,14.740000000000018,4
E001630,Electronics/General,Toys,30.49,20.95,4.8,9,37,No,Online,85.85999999999999,28
F001631,Food,Canned Goods,3.99,2.97,4.7,4,5,No,Online,4.08,1
H001632,Health & Beauty,Hair Care,5.99,4.04,3.2,7,18,No,In-Store,13.650000000000002,11
H001633,Household,Kitchen Supplies,19.99,13.83,3.9,4,11,No,In-Store,24.639999999999993,7
H001634,Health & Beauty,Cosmetics,25.99,18.2,5.0,1,2,No,In-Store,7.789999999999999,1
E001635,Electronics/General,Office Supplies,12.49,8.4,3.0,32,126,No,Online,130.88,94
F001636,Food,Dairy,8.79,6.85,4.8,20,33,No,In-Store,38.79999999999999,13
F001637,Food,Meat,19.99,16.12,3.5,8,10,No,Pickup,30.95999999999998,2
F001638,Food,Snacks,11.99,9.9,4.5,4,5,No,Pickup,8.36,1
F001639,Food,Canned Goods,12.99,10.58,5.0,7,9,No,In-Store,16.87,2
F001640,Food,Dairy,15.99,11.98,5.0,40,65,No,In-Store,160.39999999999998,25
