Product_ID,Department,Product_Category,Price,Cost,Customer_Rating
H001087,Health & Beauty,Hair Care,27.99,19.04,
F001088,Food,Beverages,3.99,2.91,4.5
F001089,Food,Canned Goods,2.99,2.47,3.7
H001090,Health & Beauty,Personal Care,8.99,6.05,5.0
F001091,Food,Frozen Foods,12.59,10.48,5.0
F001092,Food,Meat,21.99,16.02,4.2
H001093,Household,Kitchen Supplies,18.99,13.22,4.3
H001094,Household,Home Decor,22.99,15.78,3.6
H001095,Household,Home Decor,23.68,20.69,5.0
F001096,Food,Produce,2.99,2.4,4.3
F001097,Food,,10.99,9.04,5.0
H001098,Household,Cleaning Supplies,24.99,19.09,5.0
H001099,Health & Beauty,Hair Care,7.79,5.43,3.8
F001100,Food,Dairy,2.99,2.28,4.0
F001101,Food,Meat,20.99,16.1,3.6
H001102,Household,Kitchen Supplies,14.99,11.48,2.9
H001103,Health & Beauty,Medications,17.99,11.62,5.0
F001104,Food,Dairy,9.79,7.24,5.0
H001105,Household,Home Decor,11.49,7.96,4.1
H001106,Household,,18.99,17.4,3.4
F001107,Food,Dairy,6.79,5.15,5.0
H001108,Health & Beauty,Hair Care,6.17,5.74,4.0
F001109,Food,Frozen Foods,7.49,5.94,3.6
H001110,Health & Beauty,Hair Care,15.99,11.37,2.8
F001111,Food,Meat,21.99,18.16,4.0
H001112,Household,Kitchen Supplies,20.59,14.94,3.9
F001113,Food,Produce,3.99,3.0,3.9
E001114,Electronics/General,,43.99,31.26,4.5
H001115,Household,Laundry,17.99,12.99,
F001116,Food,Produce,6.99,5.59,3.7
F001117,Food,Bakery,5.59,4.28,3.2
H001118,Health & Beauty,Medications,42.79,30.09,5.0
H001119,Household,Laundry,11.99,8.04,4.2
F001120,Food,Produce,13.99,11.14,5.0
H001121,Health & Beauty,Cosmetics,3.81,3.37,3.6
F001122,Food,Canned Goods,8.99,6.78,3.3
H001123,Household,,20.79,15.19,3.8
H001124,Household,Kitchen Supplies,20.99,15.13,3.2
F001125,Food,,3.29,2.61,5.0
F001126,Food,Beverages,10.99,8.42,4.6
H001127,Household,Kitchen Supplies,8.99,6.12,2.9
H001128,Household,Home Decor,39.99,28.51,4.0
H001129,Household,Laundry,23.99,18.39,3.5
F001130,Food,Canned Goods,12.99,9.65,3.9
H001131,Household,Paper Products,12.99,8.86,3.9
F001132,Food,Canned Goods,12.99,10.48,3.4
F001133,Food,Dairy,6.99,5.15,4.3
F001134,Food,Dairy,2.99,2.33,5.0
H001135,Health & Beauty,Cosmetics,35.99,23.31,3.1
F001136,Food,Beverages,7.31,6.75,4.6
H001137,Health & Beauty,Medications,42.59,29.47,3.2
H001138,Health & Beauty,Hair Care,28.99,19.22,2.8
F001139,Food,Snacks,14.99,10.94,4.9
H001140,Household,Home Decor,34.99,26.21,4.0
H001141,Household,Cleaning Supplies,16.99,12.3,3.8
F001142,Food,Canned Goods,13.99,10.8,4.7
H001143,Household,Kitchen Supplies,19.99,13.52,2.6
H001144,Health & Beauty,Medications,38.79,24.26,3.5
F001145,Food,Beverages,13.99,10.67,3.8
H001146,Household,Cleaning Supplies,16.49,11.94,4.7
F001147,Food,Canned Goods,3.38,3.92,4.1
F001148,Food,Snacks,8.46,7.42,
H001149,Health & Beauty,Cosmetics,30.99,19.47,3.8
F001150,Food,Bakery,7.99,6.61,4.2
F001151,Food,Dairy,16.99,13.53,5.0
F001152,Food,Frozen Foods,12.79,9.15,4.9
H001153,Health & Beauty,Medications,24.99,17.3,3.4
F001154,Food,Beverages,13.59,10.34,4.3
F001155,Food,Bakery,1.99,1.58,3.9
H001156,Household,Home Decor,6.99,5.35,4.2
F001157,Food,Canned Goods,11.99,8.59,4.3
F001158,Food,Beverages,13.99,10.53,4.9
H001159,Household,Cleaning Supplies,7.99,5.94,4.3
F001160,Food,Produce,12.99,9.28,4.5
H001161,Health & Beauty,Personal Care,7.99,5.67,3.9
E001162,Electronics/General,Toys,60.99,46.13,4.1
E001163,Electronics/General,Office Supplies,4.49,3.13,4.5
F001164,Food,Bakery,3.99,2.92,4.0
F001165,Food,Bakery,3.99,2.87,3.4
F001166,Food,Meat,15.99,12.68,4.3
F001167,Food,Beverages,4.29,3.1,3.8
F001168,Food,Snacks,2.78,2.42,3.7
H001169,Health & Beauty,Hair Care,19.99,12.75,5.0
H001170,Household,Laundry,17.99,12.88,4.9
F001171,Food,Canned Goods,10.99,8.01,5.0
F001172,Food,Produce,9.54,8.61,4.1
H001173,Household,,4.99,3.6,3.3
H001174,Household,Paper Products,12.99,9.13,3.4
F001175,Food,Frozen Foods,3.0,2.78,3.6
E001176,Electronics/General,Seasonal,111.99,79.23,2.8
F001177,Food,Bakery,2.29,1.65,4.5
H001178,Household,Home Decor,12.99,8.74,4.7
E001179,Electronics/General,Seasonal,13.99,9.44,4.2
H001180,Household,Kitchen Supplies,4.99,3.52,3.8
F001181,Food,Beverages,9.28,8.16,4.6
F001182,Food,Beverages,2.99,2.2,3.9
F001183,Food,Frozen Foods,0.91,1.06,3.6
H001184,Household,Cleaning Supplies,5.99,4.19,5.0
F001185,Food,Canned Goods,1.99,1.57,4.0
F001186,Food,Canned Goods,2.59,1.85,4.1
H001187,Household,Home Decor,16.79,11.49,4.1
F001188,Food,Bakery,4.33,5.12,4.5
H001189,Household,,2.42,2.3,2.8
F001190,Food,Dairy,6.99,5.21,4.4
H001191,Household,Kitchen Supplies,4.99,3.52,4.3
H001192,Household,Home Decor,19.59,13.22,4.9
F001193,Food,Snacks,2.54,2.42,3.4
H001194,Household,Kitchen Supplies,18.99,13.78,3.6
H001195,Health & Beauty,Hair Care,23.99,15.04,4.7
F001196,Food,Dairy,10.49,7.89,4.6
F001197,Food,Dairy,6.99,5.74,4.9
F001198,Food,Dairy,16.99,13.16,3.7
F001199,Food,Bakery,7.99,6.02,4.8
F001200,Food,Dairy,8.79,6.34,5.0
F001201,Food,Frozen Foods,3.99,3.09,4.6
H001202,Health & Beauty,Medications,28.99,18.37,3.8
H001203,Household,Kitchen Supplies,15.99,12.02,4.3
E001204,Electronics/General,Toys,54.39,49.46,3.8
H001205,Health & Beauty,Cosmetics,21.99,14.36,3.5
H001206,Household,Paper Products,17.49,12.46,3.9
F001207,Food,Meat,17.18,15.64,4.0
H001208,Health & Beauty,Cosmetics,29.99,19.7,3.6
E001209,Electronics/General,Office Supplies,61.99,42.13,3.0
H001210,Household,Laundry,4.49,3.4,3.1
F001211,Food,Canned Goods,1.99,1.54,5.0
F001212,Food,Canned Goods,3.59,2.95,3.7
F001213,Food,Dairy,2.99,2.28,3.9
H001214,Health & Beauty,Cosmetics,41.99,29.26,3.6
H001215,Household,Laundry,18.99,12.75,3.2
H001216,Health & Beauty,Hair Care,5.49,3.6,4.1
F001217,Food,Dairy,4.99,4.13,4.9
F001218,Food,Beverages,2.99,2.4,4.8
H001219,Household,Kitchen Supplies,8.99,6.59,4.3
H001220,Health & Beauty,Personal Care,12.99,8.98,4.8
H001221,Household,,11.49,7.76,4.5
F001222,Food,,5.99,4.83,3.3
F001223,Food,Bakery,5.79,4.61,3.9
H001224,Household,Laundry,12.99,8.94,3.6
H001225,Household,Laundry,10.09,8.8,4.7
F001226,Food,Snacks,12.29,9.38,4.1
F001227,Food,Bakery,9.99,7.68,3.8
F001228,Food,Meat,11.33,10.62,4.8
H001229,Health & Beauty,Cosmetics,18.99,12.6,3.7
F001230,Food,Dairy,17.99,13.52,3.9
F001231,Food,,6.99,5.29,4.6
H001232,Household,Home Decor,17.99,12.93,4.0
F001233,Food,Canned Goods,5.61,5.29,4.2
H001234,Health & Beauty,Cosmetics,19.79,13.29,3.9
F001235,Food,Canned Goods,12.99,9.98,4.2
F001236,Food,Produce,6.99,5.2,4.0
F001237,Food,Beverages,13.99,10.74,4.2
H001238,Health & Beauty,Medications,22.79,15.06,3.6
H001239,Health & Beauty,Medications,14.79,10.4,3.6
F001240,Food,Meat,18.94,16.87,3.7
H001241,Health & Beauty,Hair Care,27.99,17.91,3.5
H001242,Health & Beauty,Hair Care,23.29,15.01,3.8
F001243,Food,Dairy,5.99,4.73,4.1
F001244,Food,Canned Goods,9.99,7.68,4.9
F001245,Food,Meat,15.99,12.69,4.8
F001246,Food,Frozen Foods,1.99,1.56,3.5
H001247,Household,Kitchen Supplies,16.99,12.59,4.4
F001248,Food,Canned Goods,1.99,1.58,4.8
H001249,Health & Beauty,Cosmetics,24.79,16.9,4.0
H001250,Health & Beauty,Hair Care,16.9,15.0,4.1
H001251,Household,Laundry,11.62,11.04,4.2
H001252,Household,Home Decor,31.59,22.54,3.9
H001253,Household,Paper Products,9.99,7.37,4.0
F001254,Food,Canned Goods,2.99,2.45,4.8
H001255,Household,,23.99,17.82,3.9
F001256,Food,Bakery,2.99,2.3,4.5
F001257,Food,Frozen Foods,9.9,9.35,3.8
F001258,Food,Canned Goods,10.99,8.27,4.5
F001259,Food,Dairy,3.99,2.88,3.6
F001260,Food,Beverages,6.49,4.89,5.0
F001261,Food,Snacks,7.78,7.22,4.3
E001262,Electronics/General,Electronics,120.99,83.98,5.0
F001263,Food,Snacks,1.99,1.5,3.9
F001264,Food,Frozen Foods,5.99,4.39,3.8
F001265,Food,Frozen Foods,2.49,1.83,3.9
H001266,Household,Kitchen Supplies,17.29,11.71,3.7
H001267,Health & Beauty,Medications,41.99,27.66,4.6
H001268,Health & Beauty,Medications,25.79,16.24,4.7
F001269,Food,,4.99,3.63,3.9
F001270,Food,,9.99,7.41,3.9
E001271,Electronics/General,Electronics,141.99,107.24,4.6
H001272,Health & Beauty,Cosmetics,17.59,11.77,3.5
F001273,Food,Frozen Foods,2.61,2.29,4.0
H001274,Health & Beauty,Cosmetics,36.99,25.98,4.1
F001275,Food,Meat,12.13,14.33,3.5
F001276,Food,Meat,21.99,16.05,4.7
F001277,Food,Bakery,4.97,5.28,4.8
F001278,Food,Produce,7.95,7.19,3.6
F001279,Food,Frozen Foods,10.79,7.82,3.8
H001280,Health & Beauty,Hair Care,18.99,13.07,4.4
E001281,Electronics/General,Electronics,14.99,,4.3
F001282,Food,Frozen Foods,12.49,9.22,4.1
F001283,Food,Produce,11.99,9.81,4.4
F001284,Food,Bakery,1.99,1.5,4.3
F001285,Food,Frozen Foods,12.07,10.97,3.8
E001286,Electronics/General,Seasonal,49.99,36.66,2.9
H001287,Household,Cleaning Supplies,17.99,13.72,4.5
H001288,Health & Beauty,Cosmetics,40.99,27.05,4.0
H001289,Household,Laundry,5.99,4.04,3.1
H001290,Health & Beauty,Personal Care,5.99,3.86,3.9
F001291,Food,Canned Goods,9.13,8.04,3.6
H001292,Household,Laundry,4.29,3.02,5.0
E001293,Electronics/General,Toys,16.49,11.65,4.1
H001294,Health & Beauty,Personal Care,9.29,6.5,5.0
F001295,Food,Snacks,6.89,6.27,4.5
F001296,Food,Meat,15.99,12.75,4.4
F001297,Food,Snacks,4.08,4.53,4.4
F001298,Food,Frozen Foods,2.99,2.21,3.3
F001299,Food,Bakery,5.99,4.34,5.0
F001300,Food,Canned Goods,7.99,6.24,4.8
F001301,Food,Meat,22.99,18.36,4.1
F001302,Food,Snacks,2.99,2.23,3.8
F001303,Food,Meat,7.99,5.97,4.2
F001304,Food,Canned Goods,2.99,2.44,5.0
F001305,Food,Canned Goods,10.49,8.58,3.6
F001306,Food,Meat,8.51,7.58,4.9
H001307,Health & Beauty,Cosmetics,15.49,10.37,4.4
F001308,Food,Frozen Foods,8.99,6.59,4.3
F001309,Food,Bakery,2.85,3.26,5.0
F001310,Food,Meat,2.79,2.08,
H001311,Health & Beauty,Medications,25.99,16.47,4.4
H001312,Household,Cleaning Supplies,18.09,16.88,4.1
F001313,Food,Produce,4.99,3.85,5.0
F001314,Food,Canned Goods,2.7,2.88,
H001315,Health & Beauty,Medications,16.99,11.5,4.4
F001316,Food,Snacks,6.99,5.68,3.9
H001317,Household,Kitchen Supplies,11.99,8.11,4.1
F001318,Food,Dairy,14.99,11.14,5.0
H001319,Household,Cleaning Supplies,23.79,17.28,4.5
H001320,Health & Beauty,Personal Care,23.79,14.92,3.5
F001321,Food,Snacks,3.49,2.73,4.0
F001322,Food,Bakery,8.99,7.1,3.4
F001323,Food,Meat,5.29,3.87,3.4
E001324,Electronics/General,Toys,74.49,54.51,4.1
F001325,Food,Beverages,5.99,4.62,3.2
F001326,Food,Snacks,2.99,2.36,4.9
F001327,Food,Frozen Foods,10.29,7.5,4.3
H001328,Household,Kitchen Supplies,4.99,3.75,2.5
H001329,Household,Laundry,25.99,19.32,3.4
H001330,Household,Laundry,13.99,9.53,3.4
F001331,Food,Dairy,16.99,13.82,4.4
H001332,Household,Home Decor,12.99,9.72,3.9
H001333,Household,Home Decor,17.92,15.86,4.8
H001334,Health & Beauty,Hair Care,14.99,9.62,5.0
H001335,Household,Home Decor,26.99,18.75,3.3
E001336,Electronics/General,Seasonal,118.99,89.83,5.0
F001337,Food,Snacks,4.29,3.48,4.3
H001338,Household,Laundry,12.99,9.01,
F001339,Food,,9.3,8.47,3.8
H001340,Household,Paper Products,20.99,15.65,3.5
H001341,Household,Paper Products,9.56,8.39,4.6
F001342,Food,Produce,6.99,5.41,4.5
F001343,Food,Bakery,3.99,2.93,4.4
H001344,Health & Beauty,Medications,7.79,4.87,4.2
F001345,Food,Bakery,4.79,,4.6
H001346,Household,Home Decor,22.79,17.23,5.0
F001347,Food,Dairy,9.59,7.08,4.1
H001348,Household,Kitchen Supplies,9.48,8.97,2.8
E001349,Electronics/General,Toys,17.99,12.98,4.8
F001350,Food,Frozen Foods,8.42,7.74,3.4
F001351,Food,Beverages,6.99,5.54,4.5
H001352,Health & Beauty,Cosmetics,8.49,5.93,4.2
F001353,Food,Snacks,11.99,9.62,3.5
F001354,Food,Meat,14.49,11.01,5.0
H001355,Household,Laundry,23.99,17.65,3.9
H001356,Household,Laundry,12.59,11.46,4.1
H001357,Household,Laundry,11.99,8.66,3.4
H001358,Health & Beauty,Hair Care,18.99,12.09,4.0
H001359,Household,Home Decor,11.29,8.57,3.9
H001360,Health & Beauty,Hair Care,22.09,19.77,4.4
F001361,Food,,9.99,7.27,4.3
H001362,Household,Cleaning Supplies,7.99,5.96,3.4
F001363,Food,Snacks,8.99,6.59,4.4
H001364,Household,Kitchen Supplies,18.99,13.59,3.7
F001365,Food,Canned Goods,6.99,5.52,4.7
H001366,Household,Laundry,5.99,4.58,5.0
H001367,Health & Beauty,Personal Care,10.46,9.26,3.2
F001368,Food,Produce,6.99,5.73,3.9
H001369,Household,Laundry,8.49,5.93,3.2
F001370,Food,Canned Goods,4.38,3.93,4.5
F001371,Food,Meat,11.99,9.23,5.0
H001372,Health & Beauty,Personal Care,14.99,10.34,4.2
F001373,Food,Snacks,13.99,10.0,3.9
F001374,Food,Canned Goods,8.99,7.02,4.9
F001375,Food,Bakery,4.99,3.74,4.4
F001376,Food,Meat,21.99,18.02,4.8
F001377,Food,Meat,3.83,3.63,4.6
H001378,Health & Beauty,Hair Care,23.99,16.43,4.0
H001379,Household,Laundry,7.29,5.19,4.1
F001380,Food,Meat,22.79,16.32,4.8
H001381,Health & Beauty,Hair Care,1.95,1.74,3.3
H001382,Health & Beauty,Cosmetics,18.99,13.44,4.3
F001383,Food,Canned Goods,13.99,10.46,4.6
F001384,Food,Produce,12.99,10.45,4.5
H001385,Health & Beauty,Cosmetics,26.99,18.39,4.3
H001386,Household,Laundry,10.99,7.35,2.6
F001387,Food,Frozen Foods,6.59,5.09,4.0
F001388,Food,Beverages,8.99,9.56,4.1
H001389,Household,Kitchen Supplies,15.99,11.34,3.1
F001390,Food,Beverages,7.99,6.29,5.0
F001391,Food,,11.95,11.22,4.3
F001392,Food,Canned Goods,8.99,6.45,4.5
F001393,Food,Dairy,14.99,11.37,4.2
F001394,Food,Bakery,2.29,1.7,3.9
H001395,Health & Beauty,Hair Care,4.49,2.86,5.0
H001396,Household,Paper Products,13.99,10.68,4.2
H001397,Health & Beauty,Cosmetics,27.99,17.62,3.4
H001398,Household,Paper Products,21.49,15.82,5.0
H001399,Household,Laundry,10.99,7.84,3.2
F001400,Food,Frozen Foods,6.99,5.33,4.2
F001401,Food,Canned Goods,3.29,2.36,4.9
F001402,Food,Snacks,4.01,4.58,4.1
H001403,Health & Beauty,Hair Care,12.99,9.04,3.9
H001404,Household,Kitchen Supplies,18.99,13.13,4.5
H001405,Household,Kitchen Supplies,22.99,15.53,4.7
F001406,Food,Frozen Foods,6.79,5.28,4.5
H001407,Household,Kitchen Supplies,15.13,14.38,4.3
F001408,Food,Frozen Foods,8.59,6.38,4.6
F001409,Food,Frozen Foods,13.49,9.72,4.5
H001410,Household,Kitchen Supplies,12.79,9.0,3.7
F001411,Food,Frozen Foods,8.99,7.07,4.5
H001412,Health & Beauty,Personal Care,23.79,16.93,3.9
F001413,Food,Bakery,7.99,6.28,4.1
H001414,Health & Beauty,Cosmetics,35.79,24.26,4.3
H001415,Household,Laundry,23.99,17.93,3.4
F001416,Food,Canned Goods,4.55,4.11,4.6
F001417,Food,Bakery,1.99,1.57,3.8
H001418,Household,Laundry,24.99,18.98,3.6
H001419,Household,Kitchen Supplies,14.99,10.1,3.5
H001420,Household,Cleaning Supplies,22.99,16.66,4.6
H001421,Household,Cleaning Supplies,17.44,15.33,4.4
F001422,Food,Beverages,14.79,11.06,4.7
F001423,Food,Frozen Foods,6.99,5.48,4.4
F001424,Food,Beverages,4.49,3.69,4.4
F001425,Food,Canned Goods,4.72,5.12,3.8
F001426,Food,Meat,8.99,6.43,4.1
H001427,Household,Home Decor,4.29,3.22,3.9
F001428,Food,Canned Goods,2.99,2.26,4.0
H001429,Household,Kitchen Supplies,23.99,18.06,4.2
F001430,Food,Snacks,10.79,8.11,4.4
H001431,Household,Paper Products,4.79,3.67,3.6
H001432,Health & Beauty,Hair Care,4.49,2.82,4.9
F001433,Food,Meat,7.49,5.36,4.1
F001434,Food,Bakery,11.99,9.91,4.4
F001435,Food,Canned Goods,2.99,2.18,4.1
H001436,Household,Kitchen Supplies,24.99,17.97,4.2
F001437,Food,,4.99,3.76,3.7
F001438,Food,Meat,13.49,9.7,4.6
F001439,Food,Frozen Foods,12.99,10.33,3.3
F001440,Food,Produce,8.99,7.18,4.7
H001441,Health & Beauty,Hair Care,13.79,9.71,3.8
H001442,Health & Beauty,Medications,5.84,5.22,4.2
F001443,Food,Canned Goods,4.79,3.53,3.9
E001444,Electronics/General,Electronics,226.99,152.3,2.2
H001445,Household,Laundry,26.99,19.5,2.9
H001446,Household,Kitchen Supplies,14.99,11.35,3.5
F001447,Food,Produce,7.86,8.67,4.0
H001448,Health & Beauty,Hair Care,16.99,11.39,4.6
F001449,Food,Bakery,9.99,8.31,4.5
F001450,Food,Bakery,1.99,1.57,4.7
F001451,Food,Bakery,8.29,5.97,3.7
F001452,Food,Beverages,2.99,2.36,4.1
F001453,Food,Bakery,7.99,5.91,3.7
H001454,Household,Paper Products,20.29,14.02,4.2
F001455,Food,Produce,9.79,7.07,4.3
F001456,Food,Bakery,6.99,5.81,4.7
F001457,Food,Produce,7.99,5.79,4.7
F001458,Food,Canned Goods,8.58,10.16,4.9
H001459,Household,Kitchen Supplies,11.55,10.78,3.2
F001460,Food,Produce,9.99,7.83,4.2
F001461,Food,Bakery,4.99,3.91,3.3
F001462,Food,,1.99,1.5,4.7
H001463,Household,Laundry,30.49,20.46,4.4
H001464,Household,Home Decor,13.99,9.86,4.5
F001465,Food,,8.49,6.55,3.8
H001466,Health & Beauty,Hair Care,19.99,13.01,3.6
F001467,Food,Meat,18.49,15.15,4.8
F001468,Food,Snacks,9.99,7.47,4.5
H001469,Household,Paper Products,17.79,12.98,4.1
F001470,Food,Frozen Foods,13.79,10.97,4.2
F001471,Food,Bakery,5.79,4.17,3.9
F001472,Food,Beverages,8.99,6.96,4.5
H001473,Health & Beauty,Hair Care,6.29,3.93,3.9
F001474,Food,Frozen Foods,12.99,10.08,4.1
F001475,Food,Canned Goods,14.99,12.17,
F001476,Food,Snacks,11.99,8.9,4.1
H001477,Household,Laundry,6.99,4.88,4.3
F001478,Food,Frozen Foods,14.99,11.03,4.5
F001479,Food,Meat,13.35,12.71,4.2
F001480,Food,Frozen Foods,3.94,3.72,4.4
H001481,Household,Home Decor,37.99,26.67,3.5
F001482,Food,Produce,8.27,8.79,4.5
H001483,Household,Home Decor,12.49,9.39,3.9
H001484,Health & Beauty,Medications,11.99,8.33,3.6
F001485,Food,Frozen Foods,12.72,11.9,4.3
F001486,Food,Snacks,7.99,6.58,4.4
H001487,Health & Beauty,Personal Care,18.99,12.93,3.9
H001488,Household,Paper Products,8.99,6.34,4.2
F001489,Food,Frozen Foods,8.99,6.85,3.5
H001490,Household,Kitchen Supplies,21.29,14.57,3.8
H001491,Household,,21.99,16.87,4.6
H001492,Household,Cleaning Supplies,18.38,16.74,4.4
F001493,Food,Snacks,7.99,6.01,4.1
F001494,Food,Bakery,4.99,3.95,4.5
F001495,Food,Frozen Foods,8.99,6.78,3.9
E001496,Electronics/General,Office Supplies,65.99,46.54,3.6
E001497,Electronics/General,Electronics,44.99,30.06,3.5
H001498,Household,Laundry,19.59,14.59,3.3
F001499,Food,Bakery,2.29,1.67,4.1
H001500,Household,Laundry,4.08,3.76,3.9
F001501,Food,Canned Goods,2.57,2.27,4.0
H001502,Household,Kitchen Supplies,16.99,11.35,3.7
E001503,Electronics/General,,86.99,59.49,4.0
F001504,Food,Produce,3.79,2.89,4.5
H001505,Health & Beauty,Medications,11.79,8.05,3.0
H001506,Health & Beauty,Cosmetics,17.59,11.68,2.9
F001507,Food,Produce,4.99,3.81,4.5
H001508,Health & Beauty,,19.24,17.38,3.8
F001509,Food,Bakery,6.99,5.6,3.9
F001510,Food,Bakery,8.99,6.78,4.1
H001511,Household,Paper Products,15.04,14.24,4.5
F001512,Food,Beverages,11.79,8.89,3.4
F001513,Food,Beverages,10.99,8.91,3.8
H001514,Health & Beauty,Cosmetics,9.79,6.92,3.5
F001515,Food,Produce,2.72,2.42,3.7
H001516,Household,Paper Products,15.05,13.27,3.7
H001517,Household,Cleaning Supplies,20.35,18.12,3.2
F001518,Food,Bakery,3.99,2.92,4.0
H001519,Health & Beauty,Medications,21.99,14.45,4.3
F001520,Food,Produce,10.99,8.06,3.6
H001521,Health & Beauty,Hair Care,29.99,20.76,4.2
E001522,Electronics/General,Electronics,61.99,44.69,3.1
E001523,Electronics/General,Electronics,122.26,115.92,2.6
H001524,Household,Laundry,8.49,6.15,3.2
H001525,Household,Paper Products,16.99,11.48,4.5
F001526,Food,Beverages,5.86,5.15,4.2
F001527,Food,Beverages,8.99,6.7,4.3
F001528,Food,Beverages,6.99,5.62,4.7
F001529,Food,Meat,5.29,4.11,4.7
H001530,Health & Beauty,Medications,33.99,22.14,4.6
H001531,Household,Laundry,5.99,4.24,4.3
F001532,Food,Frozen Foods,10.79,8.26,4.3
H001533,Health & Beauty,Hair Care,12.79,8.44,3.9
F001534,Food,Dairy,2.86,3.41,4.6
E001535,Electronics/General,Electronics,95.99,71.05,4.0
F001536,Food,Produce,5.49,4.06,3.9
F001537,Food,Canned Goods,10.99,8.59,5.0
F001538,Food,Snacks,4.99,3.58,3.9
H001539,Household,Paper Products,5.79,4.03,3.5
F001540,Food,Dairy,2.99,2.38,4.6
F001541,Food,Bakery,9.99,7.68,4.4
H001542,Health & Beauty,Personal Care,19.99,12.98,3.6
H001543,Health & Beauty,Hair Care,20.49,14.22,3.6
F001544,Food,Dairy,13.99,10.14,4.1
F001545,Food,Produce,9.49,7.39,4.6
F001546,Food,Meat,6.99,5.35,3.5
F001547,Food,Dairy,3.99,2.86,4.7
F001548,Food,Canned Goods,3.99,3.22,4.4
H001549,Household,Laundry,29.99,20.34,4.2
F001550,Food,Frozen Foods,2.99,2.37,4.3
F001551,Food,Produce,9.99,7.93,4.1
F001552,Food,Snacks,10.17,9.08,5.0
F001553,Food,Bakery,9.99,7.59,3.7
F001554,Food,,2.45,2.16,4.5
H001555,Household,Laundry,6.54,5.88,4.3
H001556,Household,Cleaning Supplies,9.99,6.92,4.0
E001557,Electronics/General,Electronics,77.99,58.43,3.1
H001558,Household,Home Decor,19.99,15.37,4.2
F001559,Food,Produce,3.99,2.95,3.3
H001560,Health & Beauty,Cosmetics,21.19,19.82,3.4
H001561,Health & Beauty,Personal Care,22.99,15.52,3.4
F001562,Food,,9.99,7.99,4.0
F001563,Food,Meat,6.99,5.0,3.4
H001564,Household,Paper Products,15.99,11.53,4.2
F001565,Food,Dairy,16.49,12.22,4.7
H001566,Health & Beauty,Personal Care,11.99,7.97,5.0
H001567,Household,Home Decor,9.49,6.93,3.9
F001568,Food,Snacks,9.99,7.28,4.5
F001569,Food,,11.99,9.41,3.9
H001570,Household,Kitchen Supplies,14.59,10.17,2.9
F001571,Food,Canned Goods,8.36,7.83,
F001572,Food,Canned Goods,7.99,6.05,3.7
H001573,Health & Beauty,Medications,17.03,15.24,2.7
H001574,Household,Laundry,14.99,10.88,4.1
H001575,Household,Kitchen Supplies,21.99,16.28,3.8
F001576,Food,Meat,6.99,5.25,4.4
H001577,Health & Beauty,Cosmetics,21.99,14.18,2.7
F001578,Food,,12.99,9.89,3.9
H001579,Household,Kitchen Supplies,13.99,10.46,4.2
H001580,Household,Laundry,9.99,6.69,4.2
F001581,Food,Beverages,2.43,2.86,3.7
H001582,Household,Home Decor,14.51,13.62,4.2
F001583,Food,Produce,6.99,5.48,3.7
F001584,Food,Produce,6.99,5.54,4.8
H001585,Health & Beauty,Medications,42.29,28.4,3.8
F001586,Food,Frozen Foods,3.88,4.72,4.3
F001587,Food,Beverages,2.99,2.28,5.0
H001588,Household,Kitchen Supplies,23.99,16.3,4.3
H001589,Household,Laundry,13.49,9.84,4.5
F001590,Food,Meat,19.99,14.67,4.3
F001591,Food,Dairy,10.9,13.11,3.8
F001592,Food,Canned Goods,11.99,9.89,3.7
F001593,Food,Beverages,4.99,3.95,3.6
F001594,Food,Frozen Foods,1.79,1.28,4.3
H001595,Health & Beauty,Medications,7.49,5.16,4.1
H001596,Household,Kitchen Supplies,8.99,6.04,2.9
F001597,Food,Dairy,8.99,6.8,5.0
H001598,Household,Kitchen Supplies,13.99,10.07,3.3
F001599,Food,Meat,16.99,13.28,5.0
H001600,Household,Cleaning Supplies,4.99,3.67,3.6
F001601,Food,Snacks,10.79,8.21,4.2
F001602,Food,Frozen Foods,10.99,8.66,4.5
H001603,Health & Beauty,Personal Care,25.49,17.0,4.3
H001604,Health & Beauty,Cosmetics,12.79,8.73,5.0
H001605,Household,Home Decor,7.99,5.63,3.4
H001606,Household,Kitchen Supplies,10.84,9.7,4.6
F001607,Food,Dairy,9.99,7.33,4.7
F001608,Food,Canned Goods,13.99,11.04,3.9
H001609,Household,Cleaning Supplies,3.79,2.76,2.8
H001610,Household,Kitchen Supplies,13.99,9.48,5.0
F001611,Food,Bakery,7.99,5.99,
F001612,Food,Beverages,9.49,7.68,4.1
F001613,Food,Dairy,10.99,8.6,3.5
F001614,Food,Produce,5.99,4.79,4.0
H001615,Household,Paper Products,4.99,3.48,4.6
F001616,Food,Dairy,9.45,8.31,4.8
H001617,Health & Beauty,Personal Care,21.99,14.27,4.5
H001618,Household,Paper Products,12.79,9.78,4.0
H001619,Health & Beauty,Cosmetics,37.49,23.74,3.4
F001620,Food,Produce,5.24,4.77,4.5
H001621,Household,Home Decor,26.57,24.73,3.4
H001622,Health & Beauty,Medications,17.49,12.47,3.9
F001623,Food,Dairy,12.54,11.72,5.0
F001624,Food,Canned Goods,6.86,6.05,3.5
F001625,Food,Canned Goods,12.59,11.64,4.1
H001626,Health & Beauty,Hair Care,17.99,11.37,4.6
F001627,Food,Dairy,8.47,7.95,5.0
F001628,Food,Meat,20.79,15.21,5.0
F001629,Food,Snacks,10.46,9.12,4.3
